C.csv,,MSU\jackpearson1 (Pearson, Jack),2/28/2022 1:23:05 PM,GENESYS 10S,2L6M161001,2.001
nm,A
963,0.0022
964,0.0023
965,0.0022
966,0.0022
967,0.002
968,0.0021
969,0.0026
970,0.0025
971,0.0021
972,0.0023
973,0.0017
974,0.0016
975,0.0023
976,0.0014
977,0.0014
978,0.0014
979,0.0011
980,0.001
981,0.0012
982,0.001
983,0.0011
984,0.0015
985,0.0005
986,0.0002
987,0.0007
988,0.0004
989,0.0006
990,0
991,0.0002
992,0
993,0.0002
994,0.0001
995,-0.0001
996,0.0001
997,-0.0003
998,0
999,0
1000,-0.0003
1001,-0.0009
1002,-0.0009
1003,-0.001
1004,-0.0004
1005,-0.0011
1006,-0.0005
1007,-0.0016
1008,-0.001
1009,-0.0005
1010,-0.0008
1011,-0.0017
1012,-0.0011
1013,-0.0005
1014,-0.0009
1015,-0.0014
1016,-0.0013
1017,-0.0018
1018,-0.0008
1019,-0.0025
1020,-0.0029
1021,-0.0013
1022,-0.0011
1023,-0.0016
1024,-0.0017
1025,-0.0006
1026,-0.0026
1027,-0.0011
1028,-0.0008
1029,-0.0023
1030,-0.0012
1031,-0.0016
1032,-0.0024
1033,-0.0018
1034,-0.0028
1035,-0.0035
1036,-0.0012
1037,-0.0029
1038,-0.0016
1039,-0.0029
1040,-0.0013
1041,-0.0005
1042,-0.0019
1043,-0.002
1044,-0.0024
1045,-0.0036
1046,-0.0011
1047,-0.0015
1048,-0.0041
1049,-0.0012
1050,-0.0012
1051,-0.0032
1052,-0.0031
1053,-0.0018
1054,-0.0025
1055,-0.0021
1056,-0.0012
1057,-0.0027
1058,-0.0023
1059,-0.0047
1060,-0.0034
1061,-0.0022
1062,-0.0029
1063,-0.0019
1064,-0.0059
1065,-0.0006
1066,-0.0087
1067,-0.0016
1068,-0.0005
1069,-0.0006
1070,0.0011
1071,-0.0046
1072,-0.0016
1073,-0.0057
1074,0.0041
1075,-0.0014
1076,-0.0023
1077,-0.0033
1078,-0.0036
1079,-0.0041
1080,-0.0035
1081,0.0026
1082,0.0026
1083,-0.0032
1084,-0.0033
1085,-0.0026
1086,-0.001
1087,-0.0067
1088,-0.0007
1089,-0.0049
1090,-0.0016
1091,-0.0027
1092,-0.0034
1093,-0.0057
1094,0.0011
1095,0.0001
1096,-0.0031
1097,0.0028
1098,-0.0046
1099,-0.0034
1100,0.0067
