BT.csv,,MSU\jackpearson1 (Pearson, Jack),2/28/2022 1:25:52 PM,GENESYS 10S,2L6M161001,2.001
nm,A
890,0.0003
891,0.0005
892,0.0005
893,0.0006
894,0.0007
895,0.0006
896,0.0005
897,0.0005
898,0.0005
899,0.0006
900,0.001
901,0.0012
902,0.0009
903,0.0004
904,0.0005
905,0.0006
906,0.0006
907,0.0007
908,0.0002
909,0.0012
910,0.0005
911,0.0005
912,0.0007
913,0.0017
914,0.0012
915,0.0009
916,0.0006
917,0.0007
918,0.0008
919,0.0007
920,0.0007
921,0.0007
922,0.0004
923,0.0007
924,0.0009
925,0.0005
926,0.0009
927,0.0011
928,0.0012
929,0.0011
930,0.0013
931,0.0008
932,0.0004
933,0.0014
934,0.0016
935,0.0008
936,0.0012
937,0.0014
938,0.0019
939,0.0015
940,0.0012
941,0.0019
942,0.002
943,0.0024
944,0.0016
945,0.0022
946,0.0015
947,0.0023
948,0.002
949,0.002
950,0.0024
951,0.0027
952,0.0024
953,0.0026
954,0.003
955,0.003
956,0.0031
957,0.0038
958,0.0029
959,0.0033
960,0.0043
961,0.0036
962,0.0031
963,0.0034
964,0.0033
965,0.0037
966,0.0041
967,0.0041
968,0.0039
969,0.004
970,0.0035
971,0.0038
972,0.004
973,0.0037
974,0.0028
975,0.0034
976,0.0029
977,0.003
978,0.0026
979,0.003
980,0.003
981,0.0029
982,0.0029
983,0.0029
984,0.0032
985,0.0025
986,0.0026
987,0.0029
988,0.0022
989,0.0021
990,0.0016
991,0.0022
992,0.0019
993,0.0019
994,0.0019
995,0.0017
996,0.0018
997,0.0017
998,0.0016
999,0.0021
1000,0.0012
1001,0.0013
1002,0.0009
1003,0.0008
1004,0.0012
1005,-0.0001
1006,0.0007
1007,0.0013
1008,0.0003
1009,0.0007
1010,0.0005
1011,-0.0001
1012,0.0008
1013,0.0002
1014,0.0003
1015,0.0002
1016,-0.001
1017,0.0004
1018,0.0001
1019,-0.0011
1020,-0.001
1021,-0.0001
1022,0.0005
1023,-0.0007
1024,0.0001
1025,0.0015
1026,0
1027,-0.0002
1028,0.0004
1029,-0.0015
1030,0.0001
1031,-0.0003
1032,-0.0008
1033,-0.0002
1034,-0.0015
1035,-0.001
1036,0.0002
1037,-0.0019
1038,-0.0008
1039,-0.0006
1040,-0.0007
1041,0.0021
1042,-0.0002
1043,0.0004
1044,-0.0013
1045,-0.0039
1046,-0.0005
1047,0.0008
1048,-0.003
1049,-0.0012
1050,0.0003
1051,-0.0007
1052,-0.0017
1053,-0.0019
1054,-0.001
1055,-0.0005
1056,0.0006
1057,-0.0019
1058,0
1059,0.0049
1060,-0.0014
1061,-0.0005
1062,-0.0021
1063,0.001
1064,-0.0051
1065,-0.0012
1066,-0.0019
1067,-0.0032
1068,0.0007
1069,0.001
1070,0.0038
1071,0.0013
1072,-0.0052
1073,-0.0065
1074,0
1075,-0.0017
1076,-0.0009
1077,-0.002
1078,-0.0024
1079,0.0011
1080,-0.0024
1081,0.0039
1082,0.0036
1083,0.0001
1084,-0.0019
1085,-0.0064
1086,0.005
1087,-0.0071
1088,0.001
1089,-0.0028
1090,-0.0007
1091,-0.0051
1092,-0.003
1093,-0.001
1094,-0.0004
1095,-0.0011
1096,-0.0035
1097,0.0039
1098,-0.0069
1099,0.0037
1100,-0.0049
