WFB.csv,,jackpearson,3/21/2022 3:50:49 PM,GENESYS 10S,2L6M161001,2.001
nm,A
588,-0.0061
589,-0.0059
590,-0.0059
591,-0.0061
592,-0.0057
593,-0.0055
594,-0.0058
595,-0.0062
596,-0.0058
597,-0.0054
598,-0.0055
599,-0.0051
600,-0.0052
601,-0.0051
602,-0.0055
603,-0.0052
604,-0.0054
605,-0.0052
606,-0.0049
607,-0.005
608,-0.0053
609,-0.0052
610,-0.0056
611,-0.0053
612,-0.0055
613,-0.0048
614,-0.0057
615,-0.005
616,-0.0051
617,-0.0041
618,-0.0052
619,-0.0053
620,-0.0051
621,-0.0049
622,-0.0049
623,-0.0052
624,-0.0046
625,-0.004
626,-0.0047
627,-0.004
628,-0.0047
629,-0.0047
630,-0.0048
631,-0.0047
632,-0.0045
633,-0.0051
634,-0.0046
635,-0.0045
636,-0.0044
637,-0.0045
638,-0.0048
639,-0.0046
640,-0.0039
641,-0.0044
642,-0.0042
643,-0.0044
644,-0.0046
645,-0.0044
646,-0.0047
647,-0.0039
648,-0.0044
649,-0.0044
650,-0.0046
651,-0.0039
652,-0.0042
653,-0.0041
654,-0.0043
655,-0.0036
656,-0.0046
657,-0.0051
658,-0.0046
659,-0.0044
660,-0.0051
661,-0.0043
662,-0.0041
663,-0.0037
664,-0.0038
665,-0.0044
666,-0.004
667,-0.0037
668,-0.0038
669,-0.0042
670,-0.0042
671,-0.004
672,-0.0043
673,-0.0042
674,-0.004
675,-0.0038
676,-0.004
677,-0.004
678,-0.0036
679,-0.004
680,-0.0039
681,-0.0038
682,-0.0039
683,-0.0035
684,-0.0036
685,-0.004
686,-0.0042
687,-0.004
688,-0.0032
689,-0.004
690,-0.0039
691,-0.0041
692,-0.0036
693,-0.0034
694,-0.0034
695,-0.0038
696,-0.0035
697,-0.0041
698,-0.0042
699,-0.0043
700,-0.0042
701,-0.0045
702,-0.0037
703,-0.0036
704,-0.0041
705,-0.0042
706,-0.0035
707,-0.004
708,-0.0041
709,-0.0041
710,-0.0035
711,-0.0036
712,-0.004
713,-0.0034
714,-0.0036
715,-0.0045
716,-0.0031
717,-0.0036
718,-0.0041
719,-0.0034
720,-0.0037
721,-0.004
722,-0.0032
723,-0.0036
724,-0.0035
725,-0.0043
726,-0.0037
727,-0.0043
728,-0.0044
729,-0.004
730,-0.004
731,-0.0036
732,-0.0038
733,-0.0041
734,-0.0034
735,-0.0031
736,-0.0039
737,-0.0032
738,-0.004
739,-0.0036
740,-0.0035
741,-0.0038
742,-0.0034
743,-0.003
744,-0.0032
745,-0.0041
746,-0.0042
747,-0.0032
748,-0.004
749,-0.0032
750,-0.0032
751,-0.0031
752,-0.0037
753,-0.0033
754,-0.0039
755,-0.0025
756,-0.0036
757,-0.0028
758,-0.0032
759,-0.0032
760,-0.0039
761,-0.0038
762,-0.0033
763,-0.0033
764,-0.0039
765,-0.0037
766,-0.0043
767,-0.0032
768,-0.0039
769,-0.0033
770,-0.0034
771,-0.0036
772,-0.0026
773,-0.003
774,-0.002
775,-0.0035
776,-0.0026
777,-0.0035
778,-0.0026
779,-0.0029
780,-0.0034
781,-0.003
782,-0.0027
783,-0.0021
784,-0.0041
785,-0.0018
786,-0.0024
787,-0.0031
788,-0.0035
789,-0.0035
790,-0.0033
791,-0.0023
792,-0.0025
793,-0.0031
794,-0.0039
795,-0.0024
796,-0.0024
797,-0.002
798,-0.0022
799,-0.0034
800,-0.0038
801,-0.0035
802,-0.0037
803,-0.0031
804,-0.0026
805,-0.0039
806,-0.0027
807,-0.0029
808,-0.0028
809,-0.0012
810,-0.0031
811,-0.0027
812,-0.0033
813,-0.0021
814,-0.0027
815,-0.0036
816,-0.0032
817,-0.0029
818,-0.0037
819,-0.0023
820,-0.003
821,-0.0026
822,-0.0027
823,-0.0027
824,-0.0024
825,-0.0024
826,-0.0023
827,-0.002
828,-0.0022
829,-0.0022
830,-0.0022
831,-0.002
832,-0.0021
833,-0.0023
834,-0.0025
835,-0.0027
836,-0.0017
837,-0.0024
838,-0.0023
839,-0.0022
840,-0.0015
841,-0.0022
842,-0.0025
843,-0.0021
844,-0.0019
845,-0.003
846,-0.0026
847,-0.0023
848,-0.0026
849,-0.0017
850,-0.0021
851,-0.0026
852,-0.0008
853,-0.0019
854,-0.0018
855,-0.0018
856,-0.0017
857,-0.0031
858,-0.002
859,-0.0017
860,-0.0017
861,-0.0021
862,-0.0019
863,-0.0025
864,-0.0018
865,-0.0027
866,-0.0023
867,-0.0025
868,-0.0018
869,-0.0016
870,-0.0022
871,-0.002
872,-0.0026
873,-0.0018
874,-0.0016
875,-0.0021
876,-0.002
877,-0.0022
878,-0.0021
879,-0.0019
880,-0.0016
881,-0.0019
882,-0.0021
883,-0.0017
884,-0.0017
885,-0.0016
886,-0.0015
887,-0.0015
888,-0.0017
889,-0.0013
890,-0.0016
891,-0.0013
892,-0.0022
893,-0.0017
894,-0.0015
895,-0.0016
896,-0.0017
897,-0.0014
898,-0.0015
899,-0.0014
900,-0.0016
901,-0.0015
902,-0.0017
903,-0.0014
904,-0.0017
905,-0.0012
906,-0.0017
907,-0.0014
908,-0.0013
909,-0.0013
910,-0.0007
911,-0.0013
912,-0.0018
913,-0.0014
914,-0.0015
915,-0.0012
916,-0.0014
917,-0.0015
918,-0.0014
919,-0.0012
920,-0.0012
921,-0.001
922,-0.0011
923,-0.0019
924,-0.0014
925,-0.0014
926,-0.0014
927,-0.0017
928,-0.0016
929,-0.0011
930,-0.0008
931,-0.001
932,-0.0011
933,-0.0012
934,-0.0013
935,-0.0009
936,-0.0009
937,-0.0013
938,-0.0007
939,-0.0008
940,-0.0006
941,-0.0009
942,-0.0008
943,-0.0008
944,-0.0007
945,-0.0006
946,-0.0007
947,-0.0004
948,-0.0006
949,-0.0009
950,-0.0008
951,-0.0004
952,-0.0003
953,0
954,-0.0005
955,0.0002
956,-0.0002
957,-0.0002
958,-0.0001
959,0.0004
960,0.0008
961,0.0004
962,0
963,0.0007
964,0.0007
965,0
966,0.0006
967,0.0002
968,0.0004
969,0.0003
970,0.0001
971,0.0001
972,0.0007
973,0.0001
974,0.0004
975,-0.0001
976,0
977,-0.0009
978,0.0003
979,-0.0006
980,-0.0003
981,-0.0004
982,-0.0004
983,-0.0003
984,-0.0006
985,-0.0007
986,-0.0021
987,-0.0008
988,-0.0018
989,-0.0005
990,-0.001
991,-0.0009
992,-0.0013
993,-0.0013
994,-0.0015
995,-0.0014
996,-0.0015
997,-0.002
998,-0.0017
999,-0.0017
1000,-0.0025
1001,-0.0021
1002,-0.0026
1003,-0.0022
1004,-0.0026
1005,-0.0022
1006,-0.0028
1007,-0.0019
1008,-0.0022
1009,-0.0024
1010,-0.003
1011,-0.0028
1012,-0.0027
1013,-0.0019
1014,-0.0028
1015,-0.0031
1016,-0.0028
1017,-0.0042
1018,-0.0032
1019,-0.0026
1020,-0.0031
1021,-0.0032
1022,-0.0041
1023,-0.0031
1024,-0.0037
1025,-0.0043
1026,-0.0036
1027,-0.0049
1028,-0.0031
1029,-0.0015
1030,-0.0022
1031,-0.0046
1032,-0.004
1033,-0.0019
1034,-0.0038
1035,-0.0024
1036,-0.0031
1037,-0.0035
1038,-0.0045
1039,-0.0037
1040,-0.0056
1041,-0.0035
1042,-0.0027
1043,-0.0021
1044,-0.0049
1045,-0.0045
1046,-0.0045
1047,-0.001
1048,-0.0053
1049,-0.005
1050,-0.0043
1051,-0.0019
1052,-0.003
1053,-0.0045
1054,-0.0038
1055,-0.0036
1056,-0.0037
1057,-0.0053
1058,-0.0043
