WA.csv,,jackpearson,3/21/2022 3:50:38 PM,GENESYS 10S,2L6M161001,2.001
nm,A
592,-0.0049
593,-0.0054
594,-0.005
595,-0.0054
596,-0.0053
597,-0.0044
598,-0.0047
599,-0.0047
600,-0.0048
601,-0.0043
602,-0.005
603,-0.005
604,-0.005
605,-0.0047
606,-0.0044
607,-0.0049
608,-0.0051
609,-0.0051
610,-0.0047
611,-0.0048
612,-0.0048
613,-0.0042
614,-0.0047
615,-0.0043
616,-0.0047
617,-0.0043
618,-0.005
619,-0.0046
620,-0.0049
621,-0.0041
622,-0.0044
623,-0.0046
624,-0.0041
625,-0.0038
626,-0.0042
627,-0.0043
628,-0.0037
629,-0.0042
630,-0.004
631,-0.0039
632,-0.0039
633,-0.0042
634,-0.0044
635,-0.0039
636,-0.0038
637,-0.004
638,-0.0044
639,-0.0035
640,-0.004
641,-0.0034
642,-0.0036
643,-0.0036
644,-0.0042
645,-0.0041
646,-0.004
647,-0.0032
648,-0.0034
649,-0.0041
650,-0.0038
651,-0.0033
652,-0.0036
653,-0.0036
654,-0.0034
655,-0.003
656,-0.0044
657,-0.0041
658,-0.0036
659,-0.0031
660,-0.0035
661,-0.0037
662,-0.0032
663,-0.0035
664,-0.0036
665,-0.0039
666,-0.0035
667,-0.0031
668,-0.0031
669,-0.0032
670,-0.0037
671,-0.0031
672,-0.0032
673,-0.0037
674,-0.0033
675,-0.0027
676,-0.0032
677,-0.003
678,-0.0026
679,-0.0033
680,-0.0027
681,-0.0027
682,-0.0031
683,-0.003
684,-0.0026
685,-0.0031
686,-0.0031
687,-0.0025
688,-0.0024
689,-0.0031
690,-0.0028
691,-0.0028
692,-0.0024
693,-0.0033
694,-0.0023
695,-0.0033
696,-0.0027
697,-0.003
698,-0.0032
699,-0.0035
700,-0.0033
701,-0.0035
702,-0.0029
703,-0.0025
704,-0.0033
705,-0.0034
706,-0.0027
707,-0.0034
708,-0.0035
709,-0.0033
710,-0.0029
711,-0.0029
712,-0.0028
713,-0.0032
714,-0.003
715,-0.0035
716,-0.0028
717,-0.0028
718,-0.0035
719,-0.0025
720,-0.0033
721,-0.0033
722,-0.0028
723,-0.0029
724,-0.0026
725,-0.0032
726,-0.003
727,-0.0038
728,-0.0039
729,-0.003
730,-0.0033
731,-0.0033
732,-0.0035
733,-0.0026
734,-0.0038
735,-0.0027
736,-0.0028
737,-0.0031
738,-0.0029
739,-0.003
740,-0.0038
741,-0.0035
742,-0.0035
743,-0.003
744,-0.0034
745,-0.0034
746,-0.0037
747,-0.0037
748,-0.0034
749,-0.003
750,-0.0033
751,-0.0033
752,-0.0042
753,-0.0036
754,-0.003
755,-0.0025
756,-0.0041
757,-0.0036
758,-0.0022
759,-0.0032
760,-0.0033
761,-0.0034
762,-0.0039
763,-0.0027
764,-0.0042
765,-0.0034
766,-0.0036
767,-0.0031
768,-0.0038
769,-0.0033
770,-0.0034
771,-0.0032
772,-0.0017
773,-0.0032
774,-0.0027
775,-0.0036
776,-0.0025
777,-0.0024
778,-0.0035
779,-0.0035
780,-0.0031
781,-0.0031
782,-0.0029
783,-0.0035
784,-0.0032
785,-0.0027
786,-0.0022
787,-0.0026
788,-0.0029
789,-0.0034
790,-0.0033
791,-0.0035
792,-0.0032
793,-0.0029
794,-0.0036
795,-0.0027
796,-0.0027
797,-0.0029
798,-0.0037
799,-0.0042
800,-0.005
801,-0.0043
802,-0.0037
803,-0.0037
804,-0.0026
805,-0.0042
806,-0.004
807,-0.0038
808,-0.0044
809,-0.0033
810,-0.0039
811,-0.0033
812,-0.0039
813,-0.0038
814,-0.0037
815,-0.0042
816,-0.0037
817,-0.0036
818,-0.0042
819,-0.003
820,-0.0035
821,-0.0036
822,-0.0033
823,-0.0036
824,-0.0034
825,-0.0037
826,-0.0035
827,-0.0036
828,-0.0035
829,-0.0035
830,-0.0037
831,-0.0035
832,-0.0038
833,-0.0038
834,-0.0035
835,-0.0035
836,-0.0033
837,-0.0036
838,-0.0036
839,-0.0038
840,-0.0035
841,-0.0032
842,-0.0038
843,-0.0035
844,-0.0038
845,-0.004
846,-0.0044
847,-0.0049
848,-0.0051
849,-0.0032
850,-0.0038
851,-0.0042
852,-0.0024
853,-0.0035
854,-0.0035
855,-0.0039
856,-0.0031
857,-0.0039
858,-0.0043
859,-0.0038
860,-0.004
861,-0.004
862,-0.0031
863,-0.0043
864,-0.0039
865,-0.0044
866,-0.0044
867,-0.0038
868,-0.0037
869,-0.0037
870,-0.0041
871,-0.0043
872,-0.0041
873,-0.0032
874,-0.0034
875,-0.004
876,-0.0036
877,-0.0036
878,-0.0042
879,-0.0038
880,-0.0033
881,-0.0032
882,-0.0035
883,-0.0034
884,-0.0037
885,-0.0038
886,-0.0039
887,-0.0041
888,-0.0039
889,-0.0037
890,-0.004
891,-0.0037
892,-0.0039
893,-0.0039
894,-0.0035
895,-0.0037
896,-0.0036
897,-0.0035
898,-0.0038
899,-0.0038
900,-0.0045
901,-0.0038
902,-0.0038
903,-0.0037
904,-0.0038
905,-0.0034
906,-0.0035
907,-0.0036
908,-0.004
909,-0.0043
910,-0.0037
911,-0.0036
912,-0.0042
913,-0.0035
914,-0.0036
915,-0.0032
916,-0.0031
917,-0.0035
918,-0.0036
919,-0.0037
920,-0.0036
921,-0.0037
922,-0.0038
923,-0.0037
924,-0.0036
925,-0.0039
926,-0.0036
927,-0.0037
928,-0.0036
929,-0.004
930,-0.0038
931,-0.0029
932,-0.003
933,-0.004
934,-0.004
935,-0.0035
936,-0.0036
937,-0.0033
938,-0.0033
939,-0.0032
940,-0.0036
941,-0.0034
942,-0.0034
943,-0.0033
944,-0.0031
945,-0.0032
946,-0.0031
947,-0.0029
948,-0.0033
949,-0.0037
950,-0.0034
951,-0.0031
952,-0.0035
953,-0.003
954,-0.0032
955,-0.0033
956,-0.0033
957,-0.0025
958,-0.0028
959,-0.0027
960,-0.0027
961,-0.0027
962,-0.0034
963,-0.0025
964,-0.003
965,-0.0027
966,-0.003
967,-0.0027
968,-0.0028
969,-0.0028
970,-0.0027
971,-0.0026
972,-0.0027
973,-0.0029
974,-0.0027
975,-0.003
976,-0.0025
977,-0.0044
978,-0.0021
979,-0.0029
980,-0.0032
981,-0.0031
982,-0.0032
983,-0.0034
984,-0.0034
985,-0.0033
986,-0.0043
987,-0.0032
988,-0.0046
989,-0.0029
990,-0.0033
991,-0.0027
992,-0.0033
993,-0.0031
994,-0.0035
995,-0.0037
996,-0.0036
997,-0.0043
998,-0.004
999,-0.0031
1000,-0.0044
1001,-0.0044
1002,-0.0051
1003,-0.0038
1004,-0.0041
1005,-0.0045
1006,-0.0042
1007,-0.0038
1008,-0.0044
1009,-0.0043
1010,-0.0044
1011,-0.0041
1012,-0.0044
1013,-0.0036
1014,-0.0036
1015,-0.0048
1016,-0.0042
1017,-0.0043
1018,-0.004
1019,-0.0041
1020,-0.0039
1021,-0.0041
1022,-0.0046
1023,-0.0047
1024,-0.0041
